Local time,Open,High,Low,Close,Volume
01.07.2015 00:00:00.000,0.93473,0.94895,0.93417,0.94870,74483.7422
02.07.2015 00:00:00.000,0.94870,0.95032,0.94179,0.94360,94185.6328
03.07.2015 00:00:00.000,0.94357,0.94411,0.93893,0.93913,74592.0469
04.07.2015 00:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 00:00:00.000,0.94095,0.94484,0.94085,0.94429,6686.1001
06.07.2015 00:00:00.000,0.94428,0.94712,0.94072,0.94301,96253.6563
07.07.2015 00:00:00.000,0.94302,0.95150,0.94267,0.94662,108879.9219
08.07.2015 00:00:00.000,0.94670,0.95099,0.94085,0.94566,112081.3594
09.07.2015 00:00:00.000,0.94566,0.95148,0.94245,0.94767,108304.3828
10.07.2015 00:00:00.000,0.94766,0.94790,0.93295,0.93769,103317.5781
11.07.2015 00:00:00.000,0.93769,0.93769,0.93769,0.93769,0
12.07.2015 00:00:00.000,0.94133,0.94152,0.93796,0.94009,3180.5701
13.07.2015 00:00:00.000,0.94009,0.95094,0.93675,0.95073,104953.9531
14.07.2015 00:00:00.000,0.95080,0.95317,0.94016,0.94491,107965.9766
15.07.2015 00:00:00.000,0.94492,0.95474,0.94467,0.95276,101904.0078
16.07.2015 00:00:00.000,0.95275,0.95837,0.95223,0.95724,93082.2969
17.07.2015 00:00:00.000,0.95724,0.96189,0.95568,0.96084,85388.5391
18.07.2015 00:00:00.000,0.96084,0.96084,0.96084,0.96084,0
19.07.2015 00:00:00.000,0.96072,0.96266,0.96060,0.96238,2231.23
20.07.2015 00:00:00.000,0.96239,0.96489,0.96000,0.96347,87124.0234
21.07.2015 00:00:00.000,0.96355,0.96480,0.95596,0.95802,104682.2891
22.07.2015 00:00:00.000,0.95803,0.96318,0.95606,0.95980,77957.7422
23.07.2015 00:00:00.000,0.95980,0.96023,0.95251,0.95938,82063.1484
24.07.2015 00:00:00.000,0.95941,0.96349,0.95734,0.96230,67154.2422
25.07.2015 00:00:00.000,0.96230,0.96230,0.96230,0.96230,0
26.07.2015 00:00:00.000,0.96141,0.96311,0.96141,0.96256,1435.6899
27.07.2015 00:00:00.000,0.96257,0.96324,0.95298,0.96216,86398.0234
28.07.2015 00:00:00.000,0.96213,0.96739,0.96042,0.96155,74259.8203
29.07.2015 00:00:00.000,0.96155,0.96890,0.95987,0.96744,75007.7109
30.07.2015 00:00:00.000,0.96744,0.97188,0.96742,0.96828,80935.8594
31.07.2015 00:00:00.000,0.96828,0.96843,0.95481,0.96460,89635.8594
01.08.2015 00:00:00.000,0.96460,0.96460,0.96460,0.96460,0
02.08.2015 00:00:00.000,0.96492,0.96738,0.96488,0.96717,2540.3899
03.08.2015 00:00:00.000,0.96718,0.97013,0.96429,0.96915,65460.3984
04.08.2015 00:00:00.000,0.96916,0.97893,0.96677,0.97806,80763.3281
05.08.2015 00:00:00.000,0.97806,0.98214,0.97596,0.97909,90248.0391
06.08.2015 00:00:00.000,0.97911,0.98472,0.97670,0.98106,75870.7109
07.08.2015 00:00:00.000,0.98105,0.98835,0.97917,0.98138,78007.6484
08.08.2015 00:00:00.000,0.98138,0.98138,0.98138,0.98138,0
09.08.2015 00:00:00.000,0.98121,0.98378,0.98121,0.98373,2300.71
10.08.2015 00:00:00.000,0.98374,0.98908,0.98032,0.98365,67412.6406
11.08.2015 00:00:00.000,0.98366,0.99025,0.98015,0.98801,81999
12.08.2015 00:00:00.000,0.98801,0.98890,0.96770,0.97541,90000.4375
13.08.2015 00:00:00.000,0.97542,0.97937,0.97295,0.97546,76015.8281
14.08.2015 00:00:00.000,0.97547,0.97865,0.97276,0.97505,61526.4297
15.08.2015 00:00:00.000,0.97505,0.97505,0.97505,0.97505,0
16.08.2015 00:00:00.000,0.97584,0.97722,0.97570,0.97709,1848.88
17.08.2015 00:00:00.000,0.97707,0.97978,0.97418,0.97832,55268.6406
18.08.2015 00:00:00.000,0.97832,0.97955,0.97511,0.97746,53015.1797
19.08.2015 00:00:00.000,0.97745,0.97755,0.96414,0.96577,69578.3516
20.08.2015 00:00:00.000,0.96577,0.96712,0.95836,0.95917,74365.2891
21.08.2015 00:00:00.000,0.95917,0.95941,0.94569,0.94570,87169.6563
22.08.2015 00:00:00.000,0.94570,0.94570,0.94570,0.94570,0
23.08.2015 00:00:00.000,0.94532,0.94810,0.94518,0.94729,3940.7
24.08.2015 00:00:00.000,0.94729,0.94781,0.92577,0.93305,127782.0234
25.08.2015 00:00:00.000,0.93305,0.95050,0.93143,0.93887,118326.6563
26.08.2015 00:00:00.000,0.93884,0.95515,0.93846,0.95199,127265.1484
27.08.2015 00:00:00.000,0.95198,0.96718,0.95120,0.96544,102331.2891
28.08.2015 00:00:00.000,0.96540,0.96661,0.95780,0.96182,94215.5781
29.08.2015 00:00:00.000,0.96182,0.96182,0.96182,0.96182,0
30.08.2015 00:00:00.000,0.96121,0.96330,0.96092,0.96121,4057.8
31.08.2015 00:00:00.000,0.96120,0.96897,0.95866,0.96522,71260.3672
01.09.2015 00:00:00.000,0.96518,0.96523,0.95688,0.96014,101545.8828
02.09.2015 00:00:00.000,0.96014,0.97027,0.95981,0.97011,77414.7891
