Local time,Open,High,Low,Close,Volume
01.07.2015 00:00:00.000,0.93440,0.93621,0.93440,0.93587,1518.1899
01.07.2015 01:00:00.000,0.93586,0.93586,0.93474,0.93474,2875.05
01.07.2015 02:00:00.000,0.93473,0.93574,0.93417,0.93454,1737.25
01.07.2015 03:00:00.000,0.93455,0.93532,0.93417,0.93497,1305.04
01.07.2015 04:00:00.000,0.93495,0.93570,0.93474,0.93533,1277.75
01.07.2015 05:00:00.000,0.93534,0.93542,0.93497,0.93531,612.9
01.07.2015 06:00:00.000,0.93532,0.93616,0.93532,0.93585,629.49
01.07.2015 07:00:00.000,0.93583,0.93604,0.93548,0.93586,833.88
01.07.2015 08:00:00.000,0.93584,0.93727,0.93567,0.93698,4354.6401
01.07.2015 09:00:00.000,0.93698,0.94034,0.93686,0.93947,6249.7798
01.07.2015 10:00:00.000,0.93948,0.94179,0.93673,0.93787,6011.9199
01.07.2015 11:00:00.000,0.93788,0.93991,0.93603,0.93894,6954.3198
01.07.2015 12:00:00.000,0.93895,0.94244,0.93875,0.94178,4937.5
01.07.2015 13:00:00.000,0.94174,0.94224,0.94124,0.94140,3840.0601
01.07.2015 14:00:00.000,0.94137,0.94398,0.94017,0.94162,6040.98
01.07.2015 15:00:00.000,0.94162,0.94466,0.94138,0.94336,5068.6001
01.07.2015 16:00:00.000,0.94345,0.94461,0.94165,0.94461,6313.1699
01.07.2015 17:00:00.000,0.94456,0.94609,0.94373,0.94577,4565.8301
01.07.2015 18:00:00.000,0.94579,0.94684,0.94520,0.94607,2603.8301
01.07.2015 19:00:00.000,0.94609,0.94830,0.94595,0.94804,3039.1399
01.07.2015 20:00:00.000,0.94803,0.94893,0.94727,0.94888,2702.79
01.07.2015 21:00:00.000,0.94887,0.94895,0.94764,0.94786,1600.1801
01.07.2015 22:00:00.000,0.94791,0.94844,0.94752,0.94788,934.86
01.07.2015 23:00:00.000,0.94782,0.94834,0.94695,0.94794,1009.82
02.07.2015 00:00:00.000,0.94786,0.94865,0.94784,0.94810,1192.8199
02.07.2015 01:00:00.000,0.94810,0.94881,0.94809,0.94870,667.19
02.07.2015 02:00:00.000,0.94870,0.94889,0.94796,0.94817,1100.39
02.07.2015 03:00:00.000,0.94818,0.94832,0.94731,0.94800,1265.54
02.07.2015 04:00:00.000,0.94799,0.94814,0.94603,0.94661,1778.65
02.07.2015 05:00:00.000,0.94662,0.94664,0.94608,0.94636,779.44
02.07.2015 06:00:00.000,0.94636,0.94669,0.94583,0.94584,804.61
02.07.2015 07:00:00.000,0.94584,0.94641,0.94502,0.94521,1299.21
02.07.2015 08:00:00.000,0.94522,0.94667,0.94479,0.94524,4532.75
02.07.2015 09:00:00.000,0.94524,0.94888,0.94496,0.94848,8493.2197
02.07.2015 10:00:00.000,0.94848,0.94928,0.94633,0.94703,7486.3599
02.07.2015 11:00:00.000,0.94703,0.94974,0.94700,0.94971,6606.9902
02.07.2015 12:00:00.000,0.94971,0.94995,0.94833,0.94909,5697.8599
02.07.2015 13:00:00.000,0.94912,0.94981,0.94867,0.94967,6138.04
02.07.2015 14:00:00.000,0.94967,0.95032,0.94283,0.94348,11078.7695
02.07.2015 15:00:00.000,0.94356,0.94438,0.94210,0.94263,9198.9697
02.07.2015 16:00:00.000,0.94265,0.94432,0.94179,0.94355,10211.5996
02.07.2015 17:00:00.000,0.94356,0.94479,0.94294,0.94371,6828.2002
02.07.2015 18:00:00.000,0.94370,0.94486,0.94316,0.94468,2045.83
02.07.2015 19:00:00.000,0.94466,0.94548,0.94387,0.94407,1877.65
02.07.2015 20:00:00.000,0.94408,0.94475,0.94348,0.94350,1684.9301
02.07.2015 21:00:00.000,0.94352,0.94416,0.94291,0.94362,1477.08
02.07.2015 22:00:00.000,0.94368,0.94397,0.94334,0.94335,954
02.07.2015 23:00:00.000,0.94330,0.94362,0.94301,0.94335,706.4
03.07.2015 00:00:00.000,0.94335,0.94369,0.94274,0.94286,1707.46
03.07.2015 01:00:00.000,0.94286,0.94362,0.94286,0.94360,431.68
03.07.2015 02:00:00.000,0.94357,0.94380,0.94269,0.94316,1092.29
03.07.2015 03:00:00.000,0.94316,0.94331,0.94299,0.94316,1558.78
03.07.2015 04:00:00.000,0.94317,0.94330,0.94274,0.94307,787.57
03.07.2015 05:00:00.000,0.94309,0.94324,0.94298,0.94311,730.52
03.07.2015 06:00:00.000,0.94311,0.94323,0.94235,0.94256,806.47
03.07.2015 07:00:00.000,0.94257,0.94261,0.94201,0.94214,1000.47
03.07.2015 08:00:00.000,0.94214,0.94284,0.94139,0.94213,3194.8401
03.07.2015 09:00:00.000,0.94212,0.94271,0.94144,0.94225,7405.2598
03.07.2015 10:00:00.000,0.94227,0.94233,0.94073,0.94172,7318.2002
03.07.2015 11:00:00.000,0.94176,0.94218,0.94086,0.94114,5406.5698
03.07.2015 12:00:00.000,0.94113,0.94219,0.94099,0.94178,5348.75
03.07.2015 13:00:00.000,0.94177,0.94307,0.94164,0.94232,5837.4502
03.07.2015 14:00:00.000,0.94232,0.94411,0.94229,0.94234,6131.2402
03.07.2015 15:00:00.000,0.94235,0.94269,0.94050,0.94081,5214.5698
03.07.2015 16:00:00.000,0.94083,0.94178,0.93991,0.94161,5871.3301
03.07.2015 17:00:00.000,0.94162,0.94209,0.94050,0.94131,5487.3501
03.07.2015 18:00:00.000,0.94131,0.94331,0.94003,0.94282,3255.98
03.07.2015 19:00:00.000,0.94282,0.94285,0.94168,0.94209,3627
03.07.2015 20:00:00.000,0.94209,0.94209,0.94060,0.94121,952.69
03.07.2015 21:00:00.000,0.94120,0.94122,0.94020,0.94026,1365.96
03.07.2015 22:00:00.000,0.94026,0.94097,0.93893,0.93913,2198.76
03.07.2015 23:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 00:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 01:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 02:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 03:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 04:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 05:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 06:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 07:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 08:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 09:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 10:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 11:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 12:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 13:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 14:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 15:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 16:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 17:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 18:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 19:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 20:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 21:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 22:00:00.000,0.93913,0.93913,0.93913,0.93913,0
04.07.2015 23:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 00:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 01:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 02:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 03:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 04:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 05:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 06:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 07:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 08:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 09:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 10:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 11:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 12:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 13:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 14:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 15:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 16:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 17:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 18:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 19:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 20:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 21:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 22:00:00.000,0.93913,0.93913,0.93913,0.93913,0
05.07.2015 23:00:00.000,0.94095,0.94449,0.94085,0.94338,1572.75
06.07.2015 00:00:00.000,0.94364,0.94484,0.94138,0.94274,2901.22
06.07.2015 01:00:00.000,0.94273,0.94432,0.94185,0.94429,2212.1299
06.07.2015 02:00:00.000,0.94428,0.94455,0.94272,0.94312,2468.6599
06.07.2015 03:00:00.000,0.94312,0.94352,0.94170,0.94336,2564.6399
06.07.2015 04:00:00.000,0.94337,0.94396,0.94295,0.94387,2302.03
06.07.2015 05:00:00.000,0.94386,0.94460,0.94364,0.94439,2696.3301
06.07.2015 06:00:00.000,0.94439,0.94454,0.94392,0.94403,1390.28
06.07.2015 07:00:00.000,0.94413,0.94456,0.94072,0.94152,2615.8899
06.07.2015 08:00:00.000,0.94150,0.94485,0.94147,0.94330,5804.0601
06.07.2015 09:00:00.000,0.94331,0.94379,0.94220,0.94252,7898.3799
06.07.2015 10:00:00.000,0.94253,0.94442,0.94171,0.94426,7680.7402
06.07.2015 11:00:00.000,0.94426,0.94515,0.94374,0.94490,7193.98
06.07.2015 12:00:00.000,0.94489,0.94623,0.94482,0.94554,7169.7002
06.07.2015 13:00:00.000,0.94553,0.94657,0.94393,0.94591,7468.79
06.07.2015 14:00:00.000,0.94590,0.94676,0.94574,0.94619,5203.3301
06.07.2015 15:00:00.000,0.94621,0.94712,0.94520,0.94530,6438.2798
06.07.2015 16:00:00.000,0.94525,0.94595,0.94269,0.94352,8520.54
06.07.2015 17:00:00.000,0.94354,0.94517,0.94158,0.94327,7051.5601
06.07.2015 18:00:00.000,0.94327,0.94367,0.94117,0.94201,3355.3899
06.07.2015 19:00:00.000,0.94201,0.94349,0.94137,0.94240,3078.96
06.07.2015 20:00:00.000,0.94240,0.94292,0.94167,0.94279,2139.1001
06.07.2015 21:00:00.000,0.94277,0.94300,0.94239,0.94241,917.39
06.07.2015 22:00:00.000,0.94243,0.94271,0.94224,0.94249,722.93
06.07.2015 23:00:00.000,0.94238,0.94268,0.94214,0.94237,431.13
07.07.2015 00:00:00.000,0.94237,0.94266,0.94206,0.94241,737.51
07.07.2015 01:00:00.000,0.94241,0.94303,0.94237,0.94301,404.06
07.07.2015 02:00:00.000,0.94302,0.94373,0.94296,0.94322,1153.0699
07.07.2015 03:00:00.000,0.94322,0.94407,0.94267,0.94352,1627.05
07.07.2015 04:00:00.000,0.94352,0.94386,0.94321,0.94324,1187.46
07.07.2015 05:00:00.000,0.94323,0.94415,0.94317,0.94386,1040.25
07.07.2015 06:00:00.000,0.94386,0.94398,0.94343,0.94372,974.19
07.07.2015 07:00:00.000,0.94370,0.94422,0.94339,0.94339,1173.48
07.07.2015 08:00:00.000,0.94339,0.94574,0.94329,0.94519,3401.04
07.07.2015 09:00:00.000,0.94518,0.94600,0.94336,0.94547,7763.6401
